Altered States,Ken Russell,NA,NA,NA,1980
American Gigolo,Paul Schrader,NA,Drama,NA,1980
Animalympics,Steven Lisberger,Billy Crystal,Animated,NA,1980
NA,Joe D'Amato,NA,Horror,NA,1980
Any Which Way You Can,Buddy Van Horn,NA,NA,NA,1980
Atlantic City,Louis Malle,NA,NA,NA,1980
The Baltimore Bullet,Robert Ellis Miller,NA,Comedy,Avco Embassy,1980
Battle Beyond the Stars,Jimmy Murakami,NA,Sci-fi,NA,1980
Below the Belt,Robert Fowler,NA,"Comedy, drama",NA,1980
The Big Brawl,Robert Clouse,Jackie Chan,Action,Chan's first U.S.-based film,1980
The Big Red One,Samuel Fuller,NA,War,Fuller's final war film,1980
The Black Marble,Harold Becker,NA,Crime comedy,Avco Embassy,1980
The Blue Lagoon,Randal Kleiser,NA,Adventure,NA,1980
The Blues Brothers,John Landis,NA,Musical comedy,NA,1980
"Bon Voyage, Charlie Brown (and Don't Come Back!!)",Phil Roman,NA,Animation,Paramount,1980
The Boogeyman,Ulli Lommel,NA,Horror,NA,1980
Borderline,Jerrold Freedman,NA,Action,ITC,1980
Bronco Billy,Clint Eastwood,NA,Comedy,Warner Bros.,1980
Brubaker,Stuart Rosenberg,NA,Drama,NA,1980
Caboblanco,J. Lee Thompson,NA,Action,NA,1980
Caddyshack,Harold Ramis,NA,Comedy,first film directed by Ramis,1980
Can't Stop the Music,Nancy Walker,NA,Musical comedy,NA,1980
Cardiac Arrest,Murray Mintz,Garry Goodrow,Thriller,NA,1980
Carny,Robert Kaylor,NA,Drama,United Artists,1980
A Change of Seasons,Stephen Frears,NA,Romance,Fox,1980
The Changeling,Peter Medak,NA,Horror,NA,1980
Cheech & Chong's Next Movie,Tommy Chong,NA,Comedy,NA,1980
The Children,Max Kalmanowicz,Gil Rogers,Horror,NA,1980
Christmas Evil,Lewis Jackson,Brandon Maggart,Horror,NA,1980
Circle of Two,Jules Dassin,NA,Drama,Dassin's final film,1980
Coal Miner's Daughter,Michael Apted,NA,Biography,NA,1980
Coast to Coast,Joseph Sargent,NA,Comedy,Paramount,1980
The Competition,Joel Oliansky,NA,Drama,NA,1980
Cruising,William Friedkin,NA,Thriller,NA,1980
Death Watch,Bertrand Tavernier,NA,Sci-fi,filmed in Scotland,1980
Defiance,John Flynn,NA,Crime drama,NA,1980
Delusion,Alan Beattie,NA,Mystery,NA,1980
Die Laughing,Jeff Werner,NA,Comedy,Orion,1980
Divine Madness!,Michael Ritchie,Bette Midler,Documentary,Midler in concert,1980
The Dogs of War,John Irvin,NA,War,NA,1980
Don't Go in the Woods,James Bryan,Mary Gail Artz,Horror,NA,1980
NA,George Bloomfield,NA,Thriller,NA,1980
Dressed to Kill,Brian De Palma,NA,Thriller,NA,1980
The Earthling,Peter Collinson,NA,Adventure,Australia; Collinson's last film,1980
The Elephant Man,David Lynch,NA,"Drama, Biography",NA,1980
The Exterminator,James Glickenhaus,NA,Thriller,Avco Embassy,1980
Fade to Black,Vernon Zimmerman,NA,Horror,NA,1980
Fame,Alan Parker,NA,"Drama, Musical",NA,1980
Fatso,Anne Bancroft,NA,"Comedy, Drama",also written by Bancroft,1980
The Fiendish Plot of Dr. Fu Manchu,Piers Haggard,NA,Comedy,final film for Sellers,1980
The Final Countdown,Don Taylor,NA,Science fiction,final film directed by Taylor,1980
The First Deadly Sin,Brian G. Hutton,NA,Thriller,NA,1980
First Family,Buck Henry,NA,Comedy,also written by Henry,1980
Flash Gordon,Mike Hodges,NA,Science fiction,based on film serial,1980
The Fog,John Carpenter,NA,Horror,remade in 2005,1980
Foolin' Around,Richard T. Heffron,NA,Romance,NA,1980
The Formula,John G. Avildsen,NA,Thriller,NA,1980
Foxes,Adrian Lyne,NA,Drama,PolyGram,1980
Friday the 13th,Sean S. Cunningham,NA,Horror,led to 11 sequels,1980
Galaxina,William Sachs,Dorothy Stratten,Sci-fi,NA,1980
Gilda Live,Mike Nichols,Gilda Radner,Concert film,Warner Bros.,1980
Gloria,John Cassavetes,Gena Rowlands,Crime drama,remade in 1999,1980
The Gong Show Movie,Chuck Barris,Chuck Barris,Comedy,based on TV game show,1980
Gorp,Joseph Ruben,NA,Comedy,A.I.P.,1980
Hangar 18,James L. Conway,NA,Science fiction,MST3K,1980
The Happy Hooker Goes Hollywood,Alan Roberts,NA,Sex comedy,NA,1980
He Knows You're Alone,Armand Hamson,Don Scardino,Horror,NA,1980
Health,Robert Altman,NA,Comedy,Altman's 15th film,1980
Heart Beat,John Byrum,NA,Romance,Orion,1980
Heaven's Gate,Michael Cimino,NA,Western,NA,1980
Herbie Goes Bananas,Vincent McEveety,NA,Comedy,NA,1980
Hero at Large,Martin Davidson,NA,Comedy,MGM,1980
The Hollywood Knights,Floyd Mutrux,NA,Comedy,Columbia,1980
Home Movies,Brian DePalma,NA,Comedy,NA,1980
Honeysuckle Rose,Jerry Schatzberg,NA,Drama,Warner Bros.,1980
Hopscotch,Ronald Neame,NA,Mystery,NA,1980
How to Beat the High Co$t of Living,Robert Scheerer,NA,Crime comedy,MGM,1980
Humanoids from the Deep,Barbara Peters,NA,Science fiction,New World,1980
The Hunter,Buzz Kulik,NA,Thriller,McQueen's final film,1980
The Idolmaker,Taylor Hackford,NA,Drama,"1st film for Gallagher, Pantoliano",1980
Image of the Beast,Donald W. Thompson,"William Wellman, Jr.",Thriller,NA,1980
In God We Tru$t,Marty Feldman,NA,Comedy,"produced, co-written by Feldman",1980
Inside Moves,Richard Donner,NA,Drama,NA,1980
The Island,Michael Ritchie,NA,Thriller,NA,1980
It's My Turn,Claudia Weill,NA,Romantic comedy,Columbia,1980
Jane Austen in Manhattan,James Ivory,NA,Romance,NA,1980
The Jazz Singer,Richard Fleischer,NA,"Drama, Musical",NA,1980
Just Tell Me What You Want,Sidney Lumet,NA,Romantic comedy,Loy's final film,1980
The Kidnapping of the President,George Mendeluk,NA,Thriller,NA,1980
Kill or Be Killed,Ivan Hall,NA,Action,NA,1980
The Last Flight of Noah's Ark,Charles Jarrott,NA,"Adventure, Family",Disney,1980
The Last Married Couple in America,Gil Cates,NA,Comedy,Wood's penultimate film,1980
The Lathe of Heaven,David Loxton,NA,Science fiction,NA,1980
The Legend of Alfred Packer,James W. Roberson,Patrick Day,Western,NA,1980
The Life and Times of Rosie the Riveter,Connie Field,Franklin Delano Roosevelt,Documentary,NA,1980
Little Darlings,Ronald F. Maxwell,NA,Comedy,Paramount,1980
Little Miss Marker,Walter Bernstein,NA,Comedy,NA,1980
The Long Riders,Walter Hill,NA,Western,stars 4 sets of brothers,1980
Loose Shoes,Ira Miller,Royce D. Applegate,Comedy,NA,1980
Loving Couples,Jack Smight,NA,Romance,20th Century Fox,1980
The Man with Bogart's Face,Robert Day,NA,Comedy,20th Century Fox,1980
Maniac!,William Lustig,NA,Horror,NA,1980
Melvin and Howard,Jonathan Demme,NA,"Comedy, Biography",NA,1980
Middle Age Crazy,John Trent,NA,Comedy,20th Century Fox,1980
Midnight Madness,NA,NA,Comedy,Disney,1980
The Mirror Crack'd,Guy Hamilton,NA,Mystery,NA,1980
The Monster Club,Roy Ward Baker,Vincent Price,Comedy,ITC Entertainment,1980
Motel Hell,Kevin Connor,Rory Calhoun,Horror,NA,1980
Mother's Day,Charles Kaufman,NA,Horror,Troma Entertainment,1980
The Mountain Men,Richard Lang,NA,Adventure,Columbia,1980
My Bodyguard,Tony Bill,NA,Drama,first film directed by Bill,1980
Night of the Demon,James C. Wasson,NA,Horror,NA,1980
Nightkill,Ted Post,NA,Thriller,NA,1980
Nijinsky,Herbert Ross,NA,Biography,NA,1980
Nine to Five,Colin Higgins,NA,Comedy,"became TV series, Broadway show; screen debut of Dolly Parton, hit song for Parton",1980
The Ninth Configuration,William Peter Blatty,NA,Drama,based on Blatty's novel,1980
Nothing Personal,George Bloomfield,NA,Comedy,A.I.P.,1980
The Nude Bomb,Clive Donner,NA,"Comedy, Mystery",NA,1980
The Octagon,Eric Karson,Chuck Norris,Action,ACR,1980
"Oh, God! Book II",Gilbert Cates,NA,Comedy,NA,1980
Oh Heavenly Dog,Joe Camp,NA,Comedy,NA,1980
One Trick Pony,Robert M. Young,NA,"Musical, Drama",written by Simon,1980
Ordinary People,Robert Redford,NA,Drama,NA,1980
Out of the Blue,Dennis Hopper,Dennis Hopper,Drama,Discovery Films,1980
Permanent Vacation,Jim Jarmusch,"Richard Boes, Ruth Bolton",Drama,NA,1980
The Pilot,Cliff Robertson,NA,Drama,Summit Films,1980
Popeye,Robert Altman,NA,Musical comedy,NA,1980
Pray TV,Rick Friedberg,NA,Comedy,NA,1980
Private Benjamin,Howard Zieff,NA,Comedy,NA,1980
The Private Eyes,Lang Elliott,NA,Comedy,TriStar,1980
Prom Night,Paul Lynch,NA,Horror,followed by 3 sequels,1980
The Psychotronic Man,Jack M. Sell,Peter Spelson,Science fiction,NA,1980
Raging Bull,Martin Scorsese,NA,NA,NA,1980
Raise the Titanic,Jerry Jameson,NA,Action,NA,1980
Resurrection,Daniel Petrie,NA,Drama,NA,1980
The Return of the King,Jules Bass,NA,Animation,NA,1980
Return of the Secaucus Seven,John Sayles,NA,Drama,Libra Films,1980
Roadie,Alan Rudolph,NA,"Comedy, Musical",United Artists,1980
Rockshow,NA,NA,"Documentary, Musical",Miramax,1980
Rough Cut,Don Siegel,NA,"Crime, Comedy",Siegel's next-to-last film,1980
Running Scared,Paul Glickler,NA,Action,NA,1980
Saturn 3,Stanley Donen,NA,Science fiction,NA,1980
Schizoid,David Paulsen,NA,Horror,NA,1980
Scruples,Alan J. Levi,NA,Drama,NA,1980
The Sea Wolves,Andrew V. McLaglen,NA,"Action, War",based on James Leasor book,1980
Seems Like Old Times,Jay Sandrich,NA,Comedy,NA,1980
Serial,Bill Persky,NA,Comedy,NA,1980
S*H*E,Robert M. Lewis,NA,Spy,NA,1980
The Shining,Stanley Kubrick,NA,Horror,NA,1980
Silent Scream,Denny Harris,NA,Horror,NA,1980
Simon,Marshall Brickman,NA,Comedy,Orion,1980
A Small Circle of Friends,Rob Cohen,NA,Drama,United Artists,1980
Smokey and the Bandit II,Hal Needham,NA,"Action, Comedy",NA,1980
Somewhere in Time,Jeannot Szwarc,NA,"Fantasy, Romance",NA,1980
The Empire Strikes Back,Irvin Kershner,NA,Science fiction,NA,1980
Stardust Memories,Woody Allen,NA,"Comedy, Drama",filmed in black-and-white,1980
Stir Crazy,Sidney Poitier,NA,Comedy,Columbia,1980
The Stunt Man,Richard Rush,NA,"Comedy, Drama",NA,1980
Sunday Lovers,Bryan Forbes,NA,Comedy,4 stories,1980
Super Fuzz,Sergio Corbucci,NA,Action,NA,1980
Superman II,Richard Lester,NA,"Action, Adventure",NA,1980
Tell Me a Riddle,Lee Grant,NA,Drama,NA,1980
Terror Train,Roger Spottiswoode,NA,Horror,Canada,1980
"Those Lips, Those Eyes",Michael Pressman,NA,Comedy,United Artists,1980
Times Square,Allan Moyle,NA,"Drama, Musical",EMI Films,1980
Tom Horn,William Wiard,NA,"Western, Biography",McQueen's next-to-last film,1980
The Unseen,Danny Steinmann,NA,Horror,NA,1980
Up the Academy,"Robert Downey, Sr.",NA,Comedy,Warner Bros.,1980
Urban Cowboy,James Bridges,NA,Drama,NA,1980
Used Cars,Robert Zemeckis,NA,Comedy,Warden in two roles,1980
The Watcher in the Woods,NA,NA,"Fantasy, Thriller",Walt Disney,1980
When Time Ran Out,James Goldstone,NA,Disaster film,NA,1980
Where the Buffalo Roam,Art Linson,NA,Comedy,NA,1980
Wholly Moses,Gary Weis,NA,Comedy,Columbia,1980
Why Would I Lie?,Larry Peerce,NA,"Comedy, drama",MGM,1980
Willie & Phil,Paul Mazursky,NA,"Comedy, drama",20th Century Fox,1980
Windows,Gordon Willis,NA,"Drama, Thriller",NA,1980
Witches' Brew,Donna Ashbrook,NA,Comedy,Turner's final film,1980
Xanadu,Robert Greenwald,NA,"Fantasy, Musical",NA,1980
NA,NA,NA,NA,NA,1980
Absence of Malice,Sydney Pollack,NA,Drama,NA,1981
All Night Long,Jean-Claude Tramont,NA,Comedy,Universal,1981
...All the Marbles,Robert Aldrich,Peter Falk,"Comedy, Drama",Aldrich's final film,1981
The Amateur,Charles Jarrott,NA,Spy,20th Century Fox,1981
American Pop,Ralph Bakshi,NA,"Drama, Animated",Columbia,1981
An American Werewolf in London,John Landis,NA,"Horror, Comedy",NA,1981
Amy,Vincent McEveety,NA,Family,NA,1981
Arthur,Steve Gordon,NA,Romantic comedy,NA,1981
Back Roads,Martin Ritt,NA,Romantic comedy,Warner Bros.,1981
Blow Out,Brian De Palma,NA,Thriller,Filmways,1981
Body Heat,Lawrence Kasdan,NA,Suspense,"first film for Kasdan, Turner",1981
Body and Soul,George Bowers,NA,Sports drama,NA,1981
Buddy Buddy,Billy Wilder,NA,Comedy,Wilder's final film,1981
Burned at the Stake,Bert I. Gordon,NA,Horror,NA,1981
The Burning,Tony Maylam,NA,Horror,NA,1981
Bustin' Loose,Oz Scott,NA,Comedy,Universal,1981
The Cannonball Run,Hal Needham,NA,"Comedy, Action",NA,1981
Carbon Copy,Michael Schultz,NA,Comedy,RKO,1981
Cattle Annie and Little Britches,Lamont Johnson,NA,Drama,Universal,1981
Caveman,Carl Gottlieb,NA,Comedy,United Artists,1981
Charlie Chan and the Curse of the Dragon Queen,Clive Donner,NA,Mystery,Charlie Chan,1981
The Chosen,Jeremy Kagan,NA,Drama,20th Century Fox,1981
Circle of Power,Bobby Roth,NA,Thriller,NA,1981
Circle of Two,Jules Dassin,NA,Drama,Troma,1981
Chu Chu and the Philly Flash,David Lowell Rich,NA,Comedy,20th Century Fox,1981
Clash of the Titans,Desmond Davis,NA,Fantasy,remade in 2010,1981
Condorman,Charles Jarrott,NA,Adventure,Disney,1981
Continental Divide,Michael Apted,NA,Romantic comedy,Belushi's next-to-last film,1981
Cutter's Way,Ivan Passer,NA,"Mystery, Drama",NA,1981
Dead & Buried,Gary Sherman,NA,Horror,Avco Embassy,1981
Deadly Blessing,Wes Craven,NA,Horror,NA,1981
Death of a Centerfold: The Dorothy Stratten Story,Gabrielle Beaumont,NA,Biography,made for TV,1981
Death Hunt,Peter R. Hunt,NA,Adventure,20th Century Fox,1981
The Decline of Western Civilization,Penelope Spheeris,NA,Documentary,NA,1981
The Devil and Max Devlin,Steven Hilliard Stern,NA,Comedy,Disney,1981
"Don't Cry, It's Only Thunder",Peter Werner,NA,Drama,NA,1981
Dragonslayer,Matthew Robbins,NA,Fantasy,NA,1981
Endless Love,Franco Zeffirelli,NA,Drama,NA,1981
Enter the Ninja,Menahem Golan,NA,Action,NA,1981
Escape from New York,John Carpenter,NA,Thriller,NA,1981
Escape to Victory,John Huston,NA,P.O.W.,NA,1981
The Evil Dead,Sam Raimi,NA,Horror,followed by 2 sequels,1981
An Eye for an Eye,Steve Carver,NA,Action,Embassy,1981
Eye of the Needle,Richard Marquand,NA,Spy film,NA,1981
Eyewitness,Peter Yates,NA,"Mystery, Thriller",NA,1981
The Fan,Edward Bianchi,NA,Thriller,Paramount,1981
Fantasies,John Derek,Bo Derek,Drama,filmed in 1973,1981
The Final Conflict,Graham Baker,NA,Horror,NA,1981
First Monday in October,Ronald Neame,NA,Drama,NA,1981
"Fort Apache, the Bronx",Daniel Petrie,NA,Crime drama,20th Century Fox,1981
Four Friends,Arthur Penn,NA,Drama,NA,1981
The Four Seasons,Alan Alda,NA,"Comedy, Drama",NA,1981
The Fox and the Hound,Richard Rich,NA,Animated film,Disney,1981
Friday the 13th Part 2,Steve Miner,NA,Horror,NA,1981
Full Moon High,Larry Cohen,NA,NA,NA,1981
The Funhouse,Tobe Hooper,NA,Horror,NA,1981
Galaxy of Terror,Bruce D. Clark,NA,Science-fiction,New World Pictures,1981
Gangster Wars,Richard C. Sarafian,NA,Crime,NA,1981
Ghost Story,John Irvin,NA,Horror,"final film for Astaire, Douglas",1981
Going Ape!,Jeremy Joe Kronsberg,NA,Comedy,Paramount,1981
Graduation Day,Herb Freed,NA,Horror,NA,1981
The Great Muppet Caper,Jim Henson,NA,"Comedy, Family",Universal,1981
Halloween II,Rick Rosenthal,NA,Horror,NA,1981
The Hand,Oliver Stone,NA,Horror,Stone's second film,1981
Hard Country,David Greene,NA,Drama,ITC,1981
Hardly Working,Jerry Lewis,NA,Comedy,20th Century Fox,1981
Harry's War,Kieth Merrill,NA,Comedy,NA,1981
Heartbeeps,Allan Arkush,NA,Sci-fi comedy,Universal,1981
Heavy Metal,Gerald Potterton,NA,Animated,Columbia,1981
Hell Night,Tom DeSimone,NA,Horror,NA,1981
History of the World: Part I,Mel Brooks,NA,"Comedy, Anthology",20th Century Fox,1981
Honky Tonk Freeway,John Schlesinger,NA,Comedy,EMI Films,1981
The Howling,Joe Dante,NA,Horror,NA,1981
The Incredible Shrinking Woman,Joel Schumacher,NA,Comedy,NA,1981
Knightriders,George A. Romero,NA,Action,NA,1981
"Ladies and Gentlemen, the Fabulous Stains",Lou Adler,NA,Comedy,Paramount,1981
The Last Chase,Martyn Burke,NA,Sci-fi,NA,1981
The Legend of the Lone Ranger,William A. Fraker,NA,Western,NA,1981
Lion of the Desert,Moustapha Akkad,NA,"Biography, War",NA,1981
Looker,Michael Crichton,NA,Sci-fi,Warner Bros.,1981
The Looney Looney Looney Bugs Bunny Movie,Friz Freleng,NA,Animation,Compilation,1981
The Man Who Saw Tomorrow,Robert Guenette,Orson Welles,Documentary,NA,1981
Modern Problems,Ken Shapiro,NA,Comedy,20th Century Fox,1981
Modern Romance,Albert Brooks,NA,Comedy,Columbia,1981
Mommie Dearest,Frank Perry,NA,Biography,NA,1981
Ms. 45,Abel Ferrara,NA,Action,NA,1981
My Dinner with Andre,Louis Malle,NA,Documentary,NA,1981
Neighbors,John G. Avildsen,NA,Comedy,NA,1981
The Nesting,Armand Weston,NA,Horror,NA,1981
Nice Dreams,Tommy Chong,NA,Comedy,Columbia,1981
The Night the Lights Went Out in Georgia,Ronald F. Maxwell,NA,Musical,NA,1981
Nighthawks,Bruce Malmuth,NA,Crime drama,NA,1981
Nobody's Perfekt,Peter Bonerz,NA,Comedy,Columbia,1981
On Golden Pond,Mark Rydell,NA,Drama,NA,1981
On the Right Track,Lee Philips,NA,Comedy,NA,1981
Only When I Laugh,Glenn Jordan,NA,Drama,NA,1981
Paternity,David Steinberg,NA,Comedy,Paramount,1981
Pennies from Heaven,Herbert Ross,NA,"Musical, Drama",NA,1981
Piranha II: The Spawning,James Cameron,NA,Horror,sequel,1981
Polyester,John Waters,NA,Comedy,New Line Cinema,1981
The Postman Always Rings Twice,Bob Rafelson,NA,Crime drama,NA,1981
Prince of the City,Sidney Lumet,NA,Crime drama,NA,1981
Private Lessons,Alan Myerson,NA,Comedy,NA,1981
The Prowler,Joseph Zito,NA,Horror,NA,1981
The Pursuit of D. B. Cooper,Roger Spottiswoode,NA,True crime,Universal,1981
Raggedy Man,Jack Fisk,NA,Drama,Universal,1981
Raiders of the Lost Ark,Steven Spielberg,NA,Adventure,NA,1981
Reds,Warren Beatty,NA,NA,NA,1981
Rich and Famous,George Cukor,NA,Drama,Cukor's final film,1981
Rollover,Alan J. Pakula,NA,Thriller,Orion,1981
Ruckus,Max Kleven,NA,Action comedy,NA,1981
S.O.B.,Blake Edwards,NA,Comedy,NA,1981
The Salamander,Peter Zinner,NA,Thriller,ITC,1981
Saturday the 14th,Howard R. Cohen,NA,NA,New World,1981
Second-Hand Hearts,Hal Ashby,NA,Romance,Paramount,1981
Sharky's Machine,Burt Reynolds,NA,Crime drama,NA,1981
Shock Treatment,Jim Sharman,NA,Musical,20th Century Fox,1981
Southern Comfort,Walter Hill,NA,Thriller,20th Century Fox,1981
Sphinx,Franklin J. Schaffner,NA,Adventure,NA,1981
Stripes,Ivan Reitman,NA,Comedy,Columbia,1981
Student Bodies,Mickey Rose,"Kristen Riter, Matt Goldsby",Comedy,NA,1981
Take This Job and Shove It,Gus Trikonis,NA,Comedy,NA,1981
Taps,Harold Becker,NA,Drama,NA,1981
"Tarzan, the Ape Man",John Derek,NA,Adventure,NA,1981
Tattoo,Bob Brooks,NA,Thriller,20th Century Fox,1981
They All Laughed,Peter Bogdanovich,NA,Romantic comedy,final leading film role for Hepburn,1981
Thief,Michael Mann,NA,Crime drama,NA,1981
This Is Elvis,Malcolm Leo,Elvis Presley,Documentary,NA,1981
True Confessions,Ulu Grosbard,NA,Crime drama,NA,1981
Tuck Everlasting,Frederick King Keller,"Margaret Chamberlain, Paul Fleesa",Fantasy,NA,1981
Under the Rainbow,Steve Rash,NA,Comedy,NA,1981
"Vernon, Florida",Errol Morris,Snake Reynolds,Documentary,NA,1981
Waitress!,Michael Herz,NA,Comedy,NA,1981
Whose Life Is It Anyway?,John Badham,NA,Drama,based on 1972 teleplay,1981
Wolfen,Michael Wadleigh,NA,Horror,Orion,1981
The Woman Inside,Joseph Van Winkle,NA,Drama,Blondell's final film,1981
Zoot Suit,Luis Valdez,NA,Drama,NA,1981
"Zorro, the Gay Blade",Peter Medak,NA,Comedy,NA,1981
NA,NA,NA,NA,NA,1981
48 Hrs.,Walter Hill,NA,NA,Murphy's first film,1982
Airplane II: The Sequel,Ken Finkleman,NA,Comedy,NA,1982
Alone in the Dark,Jack Sholder,NA,Slasher,New Line Cinema,1982
Amityville II: The Possession,Damiano Damiani,NA,Horror,NA,1982
Android,Aaron Lipstadt,NA,Sci-fi,NA,1982
Annie,John Huston,NA,Musical,NA,1982
The Atomic Cafe,NA,Dwight D. Eisenhower,Documentary,NA,1982
Author! Author!,Arthur Hiller,NA,Comedy,20th Century Fox,1982
Barbarosa,Fred Schepisi,NA,Western,Associated Film,1982
Basket Case,Frank Henenlotter,Kevin Van Hentenryck,Horror,NA,1982
The Beach Girls,Pat Townsend,NA,Comedy,Crown,1982
The Beast Within,Philippe Mora,NA,Horror,MGM,1982
The Beastmaster,Don Coscarelli,NA,Fantasy,MGM,1982
Best Friends,Norman Jewison,NA,Romantic comedy,Warner Bros.,1982
The Best Little Whorehouse in Texas,Colin Higgins,NA,Musical,NA,1982
Blade Runner,Ridley Scott,NA,Science-fiction,NA,1982
The Border,Tony Richardson,NA,Drama,Universal,1982
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,Friz Freleng,NA,Animation,NA,1982
Burden of Dreams,Les Blank,NA,Documentary,NA,1982
Butterfly,Matt Cimber,NA,Drama,NA,1982
Cannery Row,David S. Ward,NA,Drama,NA,1982
Cat People,Paul Schrader,NA,Horror,NA,1982
Chan Is Missing,Wayne Wang,"Wood Moy, Marc Hayashi",Drama,NA,1982
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",Robert Altman,NA,Drama,NA,1982
Comeback,Christel Buschmann,NA,Drama,NA,1982
Conan the Barbarian,John Milius,NA,Action,Universal,1982
The Concrete Jungle,Tom DeSimone,NA,Drama,NA,1982
Creepshow,George A. Romero,NA,"Horror, Comedy",NA,1982
The Dark Crystal,NA,NA,Animated,Universal,1982
Dead Men Don't Wear Plaid,Carl Reiner,NA,Comedy,Universal,1982
Death Wish II,Michael Winner,NA,Action,NA,1982
Deathtrap,Sidney Lumet,NA,Thriller,NA,1982
Diner,Barry Levinson,NA,Comedy,1st film directed by Levinson,1982
E.T. the Extra-Terrestrial,Steven Spielberg,NA,Science fiction,NA,1982
Eating Raoul,Paul Bartel,NA,Comedy,20th Century Fox,1982
Endangered Species,Alan Rudolph,NA,Crime drama,MGM,1982
The Escape Artist,Caleb Deschanel,NA,Drama,Arnaz's final film,1982
Fast Times at Ridgemont High,Amy Heckerling,NA,Comedy,NA,1982
Fast-Walking,James B. Harris,NA,Drama,NA,1982
Fighting Back,Lewis Teague,NA,Action,Paramount,1982
Firefox,Clint Eastwood,NA,Action,Warner Bros.,1982
First Blood,Ted Kotcheff,NA,Action,NA,1982
Five Days One Summer,Fred Zinnemann,NA,Drama,NA,1982
The Flight of Dragons,NA,NA,Animation,direct-to-video,1982
Forbidden World,Allan Holzman,NA,Sci-fi,NA,1982
Forbidden Zone,Richard Elfman,NA,Comedy,Goldwyn Company,1982
Forced Vengeance,James Fargo,NA,Action,MGM,1982
Frances,Graeme Clifford,NA,"Drama, Biography",NA,1982
Friday the 13th Part III,Steve Miner,NA,Horror,2nd sequel,1982
Genocide,Arnold Schwartzman,NA,Documentary,NA,1982
Gandhi,Richard Attenborough,NA,Biography,NA,1982
Grease 2,Patricia Birch,NA,Musical comedy,NA,1982
Halloween III: Season of the Witch,Tommy Lee Wallace,NA,Horror,third of series,1982
Hammett,Wim Wenders,NA,Mystery,NA,1982
Hanky Panky,Sidney Poitier,NA,Comedy,Columbia,1982
Harry Tracy,William A. Graham,NA,Western,NA,1982
Heidi's Song,Robert Taylor,NA,NA,Hanna-Barbera,1982
Hey Good Lookin',Ralph Bakshi,NA,NA,NA,1982
Honkytonk Man,Clint Eastwood,NA,Drama,from Clancy Carlile novel,1982
Hospital Massacre,Boaz Davidson,NA,Horror,NA,1982
Human Highway,NA,NA,Comedy,NA,1982
I Ought to Be in Pictures,Herbert Ross,NA,Drama,NA,1982
"I, the Jury",Richard T. Heffron,NA,Action,NA,1982
If You Could See What I Hear,Eric Till,NA,Drama,NA,1982
I'm Dancing as Fast as I Can,Jack Hofsiss,NA,"Drama, Biography",about filmmaker Barbara Gordon,1982
Inchon,Terence Young,NA,War,NA,1982
It Came from Hollywood,Malcolm Leo,NA,Documentary,NA,1982
Jekyll and Hyde... Together Again,Jerry Belson,NA,Comedy,NA,1982
Jinxed!,Don Siegel,NA,Comedy,Siegel's final film,1982
Kill Squad,Patrick G. Donahue,NA,Martial arts,NA,1982
Kiss Me Goodbye,Robert Mulligan,NA,Romantic comedy,NA,1982
Koyaanisqatsi,Godfrey Reggio,NA,Documentary,NA,1982
The Last American Virgin,Boaz Davidson,NA,Comedy,Cannon Group,1982
The Last Horror Film,David Winters,NA,Comedy horror,NA,1982
The Last Unicorn,NA,NA,Animation,ITC Entertainment,1982
Let's Spend the Night Together,Hal Ashby,The Rolling Stones,Concert,from 1981 North America tour,1982
Liquid Sky,Slava Tsukerman,NA,Sci-fi,NA,1982
Lookin' to Get Out,Hal Ashby,NA,Comedy,NA,1982
Love Child,Larry Peerce,NA,Biography,Warner Bros.,1982
Love and Money,James Toback,NA,Drama,Paramount,1982
Madman,Joe Giannone,"Gaylen Ross, Harriet Bass",Horror,NA,1982
Making Love,Arthur Hiller,NA,Drama,20th Century Fox,1982
Megaforce,Hal Needham,NA,Action,20th Century Fox,1982
A Midsummer Night's Sex Comedy,Woody Allen,NA,Comedy,NA,1982
Missing,Costa-Gavras,NA,"Drama, Biography",NA,1982
Monsignor,Frank Perry,NA,Drama,20th Century Fox,1982
Mother Lode,Charlton Heston,NA,Adventure,NA,1982
My Favorite Year,Richard Benjamin,NA,Comedy,NA,1982
Night Crossing,Delbert Mann,NA,Drama,Mann's final film,1982
Night Shift,Ron Howard,NA,Comedy,Warner Bros.,1982
An Officer and a Gentleman,Taylor Hackford,NA,Drama,NA,1982
One from the Heart,Francis Ford Coppola,NA,"Drama, Musical",American Zoetrope,1982
Pandemonium,Al Sole,NA,Comedy,NA,1982
Paradise,Stuart Gill,NA,Drama,Embassy Pictures,1982
Parasite,Charles Band,NA,Horror,NA,1982
Partners,James Burrows,NA,Comedy,Paramount,1982
Personal Best,Robert Towne,NA,"Drama, Sports",Warner Bros.,1982
Pieces,Juan Piquer Simon,NA,Horror,NA,1982
Poltergeist,Tobe Hooper,NA,Horror,NA,1982
Porky's,Bob Clark,NA,Comedy,3 sequels,1982
Q,Larry Cohen,NA,Sci-fi,NA,1982
The Return of the Soldier,Alan Bridges,NA,Drama,NA,1982
Richard Pryor: Live on the Sunset Strip,Joe Layton,Richard Pryor,Comedy,concert film,1982
